tweet,tweet_tokenized,tweet_translated,tweet_tokenized_translated,opinion
Vuelos de ida a Venezuela para los jovenes podemitas. Con posibilidad de  no volver. La mejor inversion.,"['vuelos', 'ida', 'venezuela', 'jovenes', 'podemitas', 'posibilidad', 'volver', 'mejor', 'inversion']",One way flights to Venezuela for the young podemitas. With the possibility of not returning. The best investment.,"['one', 'way', 'flights', 'venezuela', 'young', 'podemitas', 'possibility', 'returning', 'best', 'investment']",a favor
Vuelos de ida a Venezuela para los jovenes podemitas. Con posibilidad de no volver,"['vuelos', 'ida', 'venezuela', 'jovenes', 'podemitas', 'posibilidad', 'volver']",One way flights to Venezuela for the young podemitas. With the possibility of not returning.,"['one', 'way', 'flights', 'venezuela', 'young', 'podemitas', 'possibility', 'returning']",en contra
"Yo les voy a decir una vaina de todo corazon, yo puedo entender que usted crea en fantasias y apoye el socialismo, pero lo que hay aqui en Venezuela no se parece en nada a la propuesta de Marx, este gobierno acabo con TODO. La calidad de vida es una miseria, hay que salir de aqui","['voy', 'decir', 'vaina', 'corazon', 'puedo', 'entender', 'usted', 'crea', 'fantasias', 'apoye', 'socialismo', 'aqui', 'venezuela', 'parece', 'propuesta', 'marx', 'gobierno', 'acabo', 'calidad', 'vida', 'miseria', 'salir', 'aqui']","I am going to tell you something from the bottom of my heart, I can understand that you believe in fantasies and support socialism, but what we have here in Venezuela is nothing like Marx's proposal, this government has finished with EVERYTHING. The quality of life is a misery, we have to get out of here.","['going', 'tell', 'something', 'bottom', 'heart', 'understand', 'believe', 'fantasies', 'support', 'socialism', 'venezuela', 'nothing', 'like', 'marx', 'proposal', 'government', 'finished', 'everything', 'quality', 'life', 'misery', 'get']",a favor
"Yo: es que si no me voy este semestre que entra, ya solo me va a quedar un semestre como oportunidad para irme!!! Mi mama: ay pero si no despues puedes buscar trabajo e irte para alla","['si', 'voy', 'semestre', 'entra', 'solo', 'va', 'quedar', 'semestre', 'oportunidad', 'irme', 'mama', 'ay', 'si', 'despues', 'puedes', 'buscar', 'trabajo', 'irte', 'alla']","Me: if I don't leave this semester, I will only have one semester left as an opportunity to leave!!!! My mom: Oh, but if you don't, then you can look for a job and go there!","['leave', 'semester', 'one', 'semester', 'left', 'opportunity', 'leave', 'mom', 'oh', 'look', 'job', 'go']",a favor
 @NicolasMaduro @_LaAvanzadora Cual Calidad de vida? Si LA VIDA EN VENEZUELA NO SIRVE PARA UNA MIER? ES MEJOR IRSE A L,"['nicolasmaduro', 'laavanzadora', 'calidad', 'vida', 'si', 'vida', 'venezuela', 'sirve', 'mier', 'mejor', 'irse']", @NicolasMaduro @_LaAvanzadora What Quality of Life? If LIFE IN VENEZUELA IS NOT GOOD FOR A SHIT... IT'S BETTER TO GO TO SHIT,"['nicolasmaduro', 'laavanzadora', 'quality', 'life', 'life', 'venezuela', 'good', 'shit', 'better', 'go', 'shit']",a favor
" Todos pican de la desgracia de Venezuela , menos los Venezolanos que estamos sin calidad de vida atrapados","['pican', 'desgracia', 'venezuela', 'menos', 'venezolanos', 'calidad', 'vida', 'atrapados']"," Everyone is biting on the misfortune of Venezuela, except the Venezuelans who are trapped without quality of life.","['everyone', 'biting', 'misfortune', 'venezuela', 'except', 'venezuelans', 'trapped', 'without', 'quality', 'life']",en contra
"#Venezuela quiere cambio y la mejor opci¢n este #21Nov es saliendo a votar @copei_partido ofrece soluciones reales que van de la mano con la necesidad de los ciudadanos, de los hermanos venezolanos.   ­Vota verde!  ­Vota Copei!  #LaPeleaEsVotando  #VenezuelaQuiere","['venezuela', 'quiere', 'cambio', 'mejor', 'opci¢n', 'nov', 'saliendo', 'votar', 'copei', 'partido', 'ofrece', 'soluciones', 'reales', 'van', 'mano', 'necesidad', 'ciudadanos', 'hermanos', 'venezolanos', '\xadvota', 'verde', '\xadvota', 'copei', 'lapeleaesvotando', 'venezuelaquiere']","#Venezuela wants change and the best option this #21Nov is going out to vote @copei_party offers real solutions that go hand in hand with the need of the citizens, of the Venezuelan brothers and sisters. vote green, vote Copei! #LaPeleaEsVotando #VenezuelaQuiereCambio.","['venezuela', 'wants', 'change', 'best', 'option', 'nov', 'going', 'vote', 'copei', 'party', 'offers', 'real', 'solutions', 'go', 'hand', 'hand', 'need', 'citizens', 'venezuelan', 'brothers', 'sisters', 'vote', 'green', 'vote', 'copei', 'lapeleaesvotando', 'venezuelaquierecambio']",en contra
"...partidaria de una Venezuela abusiva. Prefiero MANIFESTARME SIN VIOLENCIA, que quedarme sentadita alegando por RRSS, en mi casa llena de comodidades, mientras la mayoria de Venezuela sufre.","['partidaria', 'venezuela', 'abusiva', 'prefiero', 'manifestarme', 'violencia', 'quedarme', 'sentadita', 'alegando', 'rrss', 'casa', 'llena', 'comodidades', 'mientras', 'mayoria', 'venezuela', 'sufre']","...supporter of an abusive Venezuela. I'd rather MANIFEST WITHOUT VIOLENCE, than sit around pleading on RRSS, in my house full of comforts, while the majority of Venezuela suffers.","['supporter', 'abusive', 'venezuela', 'rather', 'manifest', 'without', 'violence', 'sit', 'around', 'pleading', 'rrss', 'house', 'full', 'comforts', 'majority', 'venezuela', 'suffers']",en contra
"@Anittamar Ahora es camba kolla..pero el se cree la crema de logia camba, y odia a su pueblo por buscar una oportunidad de trabajar en tierras mas productivas, es un mezquino y egoista","['anittamar', 'ahora', 'camba', 'kolla', 'cree', 'crema', 'logia', 'camba', 'odia', 'pueblo', 'buscar', 'oportunidad', 'trabajar', 'tierras', 'mas', 'productivas', 'mezquino', 'egoista']","@Anittamar Now he is camba kolla..but he thinks he is the cream of camba lodge, and hates his people for looking for an opportunity to work in more productive lands, he is petty and selfish.","['anittamar', 'camba', 'kolla', 'thinks', 'cream', 'camba', 'lodge', 'hates', 'people', 'looking', 'opportunity', 'work', 'productive', 'lands', 'petty', 'selfish']",a favor
"@cmogollon586 @EAristeguieta EN VENEZUELA SI DEBERIAN PROTESTAR LOS JOVENES YA QUE ESTE GOBIERNO NO OFRECE FUENTES DE EMPLEO PARA NADIE, NI ESTABILIDAD LABORAL A NINGUNA EDAD","['cmogollon', 'earisteguieta', 'venezuela', 'si', 'deberian', 'protestar', 'jovenes', 'gobierno', 'ofrece', 'fuentes', 'empleo', 'nadie', 'estabilidad', 'laboral', 'ninguna', 'edad']","@cmogollon586 @EAristeguieta IN VENEZUELA YES YOUNG PEOPLE SHOULD PROTEST BECAUSE THIS GOVERNMENT DOES NOT OFFER SOURCES OF EMPLOYMENT FOR ANYONE, NOR JOB STABILITY AT ANY AGE.","['cmogollon', 'earisteguieta', 'venezuela', 'yes', 'young', 'people', 'protest', 'government', 'offer', 'sources', 'employment', 'anyone', 'job', 'stability', 'age']",en contra
"@diegoarroyogil La gente debe terminar de entender que est  bien emigrar, pero que tambin est  bien quedarse. La realidad de cada quien es distinta y no todo el mundo naci¢ para emigrar, as¡ como no todo el mundo naci¢ para luchar contra todo","['diegoarroyogil', 'gente', 'debe', 'terminar', 'entender', 'est', 'bien', 'emigrar', 'tambi\x82n', 'est', 'bien', 'quedarse', 'realidad', 'cada', 'distinta', 'mundo', 'naci¢', 'emigrar', 'as¡', 'mundo', 'naci¢', 'luchar']","@diegoarroyogil People should finish understanding that it is ok to emigrate, but it is also ok to stay. Everyone's reality is different and not everyone was born to emigrate, just as not everyone was born to fight against all challenges. ","['diegoarroyogil', 'people', 'finish', 'understanding', 'ok', 'emigrate', 'also', 'ok', 'stay', 'everyone', 'reality', 'different', 'everyone', 'born', 'emigrate', 'everyone', 'born', 'fight', 'challenges']",neutro
"@diegoarroyogil Sin duda los Venezolanos debemos hacer un mejor pa¡s, con nuestro  trabajo, estudio y valores. . es hora de ocuparnos de Venezuela no solo de sus politicos! Llevamos muchos a¤os pendiente de los politicos y no de Venezuela! Ya vendran ","['diegoarroyogil', 'duda', 'venezolanos', 'debemos', 'hacer', 'mejor', 'pa¡s', 'trabajo', 'estudio', 'valores', 'hora', 'ocuparnos', 'venezuela', 'solo', 'politicos', 'llevamos', 'a¤os', 'pendiente', 'politicos', 'venezuela', 'vendran']","@diegoarroyogil Undoubtedly Venezuelans must make a better country, with our work, study and values. . it's time to take care of Venezuela not only of its politicians! We have spent many years looking after the politicians and not Venezuela! They will com","['diegoarroyogil', 'undoubtedly', 'venezuelans', 'must', 'make', 'better', 'country', 'work', 'study', 'values', 'time', 'take', 'care', 'venezuela', 'politicians', 'spent', 'many', 'years', 'looking', 'politicians', 'venezuela', 'com']",en contra
"@eluniversocom Ahora iran con todo a buscar lo que mas les convenga , cuando deben sentarse para ver leyes contra ladrones y asesinos u oportunidad de trabajo , ni siquiera aparecen","['eluniversocom', 'ahora', 'iran', 'buscar', 'mas', 'convenga', 'deben', 'sentarse', 'ver', 'leyes', 'ladrones', 'asesinos', 'oportunidad', 'trabajo', 'siquiera', 'aparecen']","Now they will go all out to find what suits them best, when they should sit down to see laws against thieves and murderers or job opportunities, they do not even appear.","['go', 'find', 'suits', 'best', 'sit', 'see', 'laws', 'thieves', 'murderers', 'job', 'opportunities', 'even', 'appear']",neutro
"@hugonopo Mira Modesto, cuando cambiemos algo tiene que ser para mejorar, acurdate de Venezuela que aplic¢ el cambio, el mismo que quiere Per£ Libre, y volvi¢ miserables a los pobres y a la clase media pobres. Ah¡ tienes una evidencia cient¡f","['hugonopo', 'mira', 'modesto', 'cambiemos', 'ser', 'mejorar', 'acu\x82rdate', 'venezuela', 'aplic¢', 'cambio', 'mismo', 'quiere', 'per£', 'libre', 'volvi¢', 'miserables', 'pobres', 'clase', 'media', 'pobres', 'ah¡', 'evidencia', 'cient¡f']","@hugonopo Look Modesto, when we change something it has to be for the better, remember Venezuela that applied change, the same that Peru Libre wants, and made the poor and the poor middle class miserable. There you have a scientific evidence, I don't thin","['hugonopo', 'look', 'modesto', 'change', 'something', 'better', 'remember', 'venezuela', 'applied', 'change', 'peru', 'libre', 'wants', 'made', 'poor', 'poor', 'middle', 'class', 'miserable', 'scientific', 'evidence', 'thin']",a favor
@NicolasMaduro Son jovenes talentosos que quieren luchar por una Venezuela grande seguiremos venciendo,"['nicolasmaduro', 'jovenes', 'talentosos', 'quieren', 'luchar', 'venezuela', 'grande', 'seguiremos', 'venciendo']",@NicolasMaduro They are talented young people who want to fight for a great Venezuela we will continue to win.,"['nicolasmaduro', 'talented', 'young', 'people', 'want', 'fight', 'great', 'venezuela', 'continue', 'win']",a favor
"@PoleoRafael En una sociedad arruinada, desarticulada y sin esperanza, los odios son la regla. Venezuela no es un caso particular ni indito. Sin un l¡der, o m s bien, un movimiento (para no caer de nuevo en lo del l¡der providencial) que articule","['poleorafael', 'sociedad', 'arruinada', 'desarticulada', 'esperanza', 'odios', 'regla', 'venezuela', 'caso', 'particular', 'in\x82dito', 'l¡der', 'bien', 'movimiento', 'caer', 'nuevo', 'l¡der', 'providencial', 'articule']","@PoleoRafael In a ruined, disjointed and hopeless society, hatreds are the rule. Venezuela is not a particular or unprecedented case. Without a leader, or rather, a movement (not to fall back on the providential leader) that articulates, organizes, and or","['poleorafael', 'ruined', 'disjointed', 'hopeless', 'society', 'hatreds', 'rule', 'venezuela', 'particular', 'unprecedented', 'case', 'without', 'leader', 'rather', 'movement', 'fall', 'back', 'providential', 'leader', 'articulates', 'organizes']",neutro
"@vzlasuper1 Amigo, Nada se compara con el sabor de nuestro cafe. Cafe cultivado en tierra noble, de alta calidad y productiva. Nuestra Hermosa Venezuela. Buen Provecho.","['vzlasuper', 'amigo', 'compara', 'sabor', 'cafe', 'cafe', 'cultivado', 'tierra', 'noble', 'alta', 'calidad', 'productiva', 'hermosa', 'venezuela', 'buen', 'provecho']","@vzlasuper1 Friend, Nothing compares to the taste of our coffee. Coffee grown in noble, high quality and productive land. Our Beautiful Venezuela. Buen Provecho.","['vzlasuper', 'friend', 'nothing', 'compares', 'taste', 'coffee', 'coffee', 'grown', 'noble', 'high', 'quality', 'productive', 'land', 'beautiful', 'venezuela', 'buen', 'provecho']",en contra
"@yosoyangelcr Esperanza. Si todos los buenos nos vamos, que ser  del futuro de mi Venezuel","['yosoyangelcr', 'esperanza', 'si', 'buenos', 'vamos', 'ser', 'futuro', 'venezuel']","@yosoyangelcr Hope. If all of us good people leave, what will become of the future of my Venezuela?","['yosoyangelcr', 'hope', 'us', 'good', 'people', 'leave', 'become', 'future', 'venezuela']",en contra
"As¡ se habla Dr. Jorge Rodr¡guez!...Venezuela ???? es una naci¢n libre y soberana, mejor es que no vengan, porque al paso que vamos nos va a pasar como a Boliv","['as¡', 'habla', 'dr', 'jorge', 'rodr¡guez', 'venezuela', 'naci¢n', 'libre', 'soberana', 'mejor', 'vengan', 'paso', 'vamos', 'va', 'pasar', 'boliv']","Way to go Dr. Jorge Rodriguez!...Venezuela ???? is a free and sovereign nation, better they don't come, because at the rate we're going it's going to happen to us like it did to Bolivia with ","['way', 'go', 'dr', 'jorge', 'rodriguez', 'venezuela', 'free', 'sovereign', 'nation', 'better', 'come', 'rate', 'going', 'going', 'happen', 'us', 'like', 'bolivia']",en contra
"Asimismo, si un profesor de colegio en Venezuela quiere comprarse una, tendria que trabajar 3 meses para hacerlo, sin posibilidad de ahorro obviamente. Lo logico es que se vayan?","['asimismo', 'si', 'profesor', 'colegio', 'venezuela', 'quiere', 'comprarse', 'tendria', 'trabajar', 'meses', 'hacerlo', 'posibilidad', 'ahorro', 'obviamente', 'logico', 'vayan']","Likewise, if a school teacher in Venezuela wants to buy one, he would have to work 3 months to do it, with no possibility of saving obviously. The logical thing is for them to leave....","['likewise', 'school', 'teacher', 'venezuela', 'wants', 'buy', 'one', 'would', 'work', 'months', 'possibility', 'saving', 'obviously', 'logical', 'thing', 'leave']",a favor
"Bah, el que tiene plata enserio hace las 2 cosas. Yo tenia la posibilidad de irme","['bah', 'plata', 'enserio', 'hace', 'cosas', 'tenia', 'posibilidad', 'irme']","Bah, the one who has money really does both things. I had the chance to go to a real supermarket abroad.","['bah', 'one', 'money', 'really', 'things', 'chance', 'go', 'real', 'supermarket', 'abroad']",en contra
