date,username,tweet,tweet_translated,sentimiento,opinion
10/10/2021,mesonesale,"@ElvisCo72289906 @pedrodero @fmonroy Y lo mejor de todo es que el ingreso m°nimo mensual de un trabajador es de 450$ cuando en #Venezuela en promedio es de US$ 50 en el sector privado y de US$ 30 en el p£blico (s°, oficialmente el salario m°nimo e","@ElvisCo72289906 @pedrodero @fmonroy And the best of all is that the minimum monthly income of a worker is $450 when in #Venezuela on average it is US$ 50 in the private sector and US$ 30 in the public sector (yes, officially the minimum wage is US$",tristeza,neutro
10/10/2021,richardmonzonl,"@esneisser Eso les pasa, por no irse a vivir fuera del pais","@esneisser That's what happens to them, for not going to live out of the country.",tristeza,a favor
10/10/2021,lucascar79,@FedeFilartiga @XimeArbo Es una verguenza este pais por eso los jovenes de ahora buscan salir de aca,"@FedeFilartiga @XimeArbo This country is a disgrace, that's why young people nowadays are looking to leave the country.",tristeza,a favor
10/10/2021,1017estive,"@fedeperry @jhoanalexanderv @Nataliaescribe Tan lindo hablando de libertades, que uno puede irse a otro pais por iniciativa, pero la iglesia no lo deja a uno morirse. Jajajjaja payaso","@fedeperry @jhoanalexanderv @Nataliaescribe So cute talking about freedoms, you can go to another country for initiative, but the church won't let you die. Jajajajjaja clown",tristeza,a favor
10/10/2021,gabitaro,@fragaenvivo Que comentario tan desacertado. Ha pensado alguna vez que la gente que emigra de su pais es xq no tienen de que otra forma sobrevivir? Y que habemos muchos ecuatorianos que tenemos familia venezolana que aun no logra salir y se@mueve de hambr,@fragaenvivo What an ill-advised comment. Have you ever thought that people who emigrate from their country is because they have no other way to survive? And that there are many Ecuadorians who have Venezuelan family who still can't get out and are moving,ira,neutro
10/10/2021,wiipedoout,"@gbea05 @ajlafranconi @cemsil Si mientras vos hurreas y te paseas, tus compatriotas mueren por falta de insumos o camas uti, los techos de los colegios se caen, o como a muchos nos toca salir del pais en busca de oportunidades que no nos dieron alla, segu","@gbea05 @ajlafranconi @cemsil If while you hurreas and you stroll, your compatriots die for lack of supplies or uti beds, the roofs of schools fall, or as many of us have to leave the country in search of opportunities that we were not given there, follow",tristeza,a favor
10/10/2021,complejo_be,@guacha04038578 @orozcolgustavo @AnaErazoR @PactoCol @petrogustavo @FranciaMarquezM La salvacion es el fin del Chavismo y la salida de Cuba de Venezuela,@guacha04038578 @orozcolgustavo @AnaErazoR @PactoCol @petrogustavo @FranciaMarquezM The salvation is the end of Chavismo and the exit of Cuba from Venezuela.,tristeza,a favor
10/10/2021,aeoosorio,@hbarriosus @VickyDavilaH @NicolasMaduro No pues ya van a salir corriendo a Venezuela a invertir en ese pais,@hbarriosus @VickyDavilaH @NicolasMaduro No well they are already going to run to Venezuela to invest in that country.,felicidad,en contra
10/10/2021,willka1977,"@HelenUribista @FuerzasMilCol Me imagino que usted tiene trabajo y pobremente recibe una quincena, almenos la puede cobrar y tiene la oportunidad de salir Para donde quiera, o le gustaria que este pais estubiera en manos de delincuentes que al usted recla","@HelenUribista @FuerzasMilCol I imagine you have a job and poorly receive a fortnight, at least you can collect it and have the opportunity to leave wherever you want, or would you like this country to be in the hands of criminals that you recla",ira,neutro
10/10/2021,aidacorrea11,"@hernan_mazza @ramiroagulla1 @guadavazquez Error,si estudiaste te preparaste y tu pais no te da oportunidad que vas a ser, buscar un futuro en otro lugar yo los felicito","@hernan_mazza @ramiroagulla1 @guadavazquez Error, if you studied you prepared yourself and your country does not give you the opportunity that you are going to be, look for a future in another place I congratulate you.",tristeza,a favor
10/10/2021,lauraizaguirrep,"@Isabelalonso28 @baquerator Madre mia, que locura, no me lo puedo creer? Mira, hace tiempo ya que barajo la posibilidad de irme de Madrid por muchas cosas y una es esta. Media vida la gasto en desplazamientos a todos lados, atascos o lejania, pero","@Isabelalonso28 @baquerator Madre mia, que locura, no me lo puedo creer... Mira, hace tiempo ya que barajo la posibilidad de irme de Madrid por muchas cosas y una es esta. Half of my life is spent in commuting everywhere, traffic jams or remoteness, but f",miedo,a favor
10/10/2021,danielgalvalizi,"@jamoral @carlossmato Pero tio @carlossmato es profesor universitario, no va a salir a publicar algo falso solo por postureo ideologico. Este es el pais y sistema q tienes. Digierelo","@jamoral @carlossmato But dude @carlossmato is a university professor, he's not going to go out and publish something false just for ideological posturing. This is the country and system you have. Digierelo",tristeza,a favor
10/10/2021,aurisdun,"@jguaido Lo mejor ser°a que te retires y deja actuar a los verdaderos protagonistas para la nueva Venezuela, los ciudadanos te lo vamos a agradecer, RET?RAT","@jguaido The best thing would be for you to retire and let the real protagonists act for the new Venezuela, the citizens are going to thank you, RETIRE!!!!",ira,en contra
10/10/2021,achirinos70,"@joseantoniokast El Socialista y comunista Hugo Ch†vez en sus entrevistas previas a su primera elecci¢n presidencial dijo que Venezuela ser°a una potencia econ¢mica, invitaba a invertir con tranquilidad. Hoy d°a millones de venezolanos estamos e","@joseantoniokast Socialist and communist Hugo Chavez in his interviews prior to his first presidential election said that Venezuela would be an economic power, he invited to invest with tranquility. Today millions of Venezuelans are in other countries.",ira,a favor
10/10/2021,alvarosuarezt1,"@JoseWilmerPache @Walter46263220 Son los mismos milicianos de Venezuela?tienen poder, se le corrio la teja al alcalde?ya ","@JoseWilmerPache @Walter46263220 They are the same militiamen of Venezuela...they have power, the mayor is out of power...it's time to leave.....",miedo,a favor
10/10/2021,milb60,"@Juancavidal Dios guie tus pasos, te lleve a tu destino y te de toda la fortaleza e inteligencia para ayudarla Venezuela a salir de este atolladero tan horrible..  Dios te bendiga ICV!!!","@Juancavidal God guide your steps, take you to your destiny and give you all the strength and intelligence to help Venezuela out of this horrible quagmire.....  God bless you ICV!!!",felicidad,a favor
10/10/2021,antojc06,"@KacikeCoro @leonaries24 @PartidoPSUV @Leyduarly Son cinicos los malditos chavistas, despues d destruir el pais emigran a otros, hablan paja de EEUU y usan redes sociales piti yankis, usan dolares porque el bolivar no les sirve. Entonces de q se quejan ud","@KacikeCoro @leonaries24 @PartidoPSUV @Leyduarly They are cynical the damn chavistas, after destroying the country they emigrate to others, they talk shit about the US and use piti yankis social networks, they use dollars because the bolivar is useless to",ira,neutro
10/10/2021,freddyfranco05,"@Karu_edwards Consejo: si piensas salir del pais, no te quedes en Sudamerica.","@Karu_edwards Advice: if you plan to leave the country, don't stay in South America.",felicidad,a favor
10/10/2021,002josemendoza,"@lanegrapaz No votar es un error, hay que salir a votar, que la oposicion  siga poniendo  sus intereses personale y partidistas  antes que al pais es otro tema!","@lanegrapaz Not voting is a mistake, you have to go out and vote, if the opposition continues to put their personal and partisan interests before the country is another matter!",miedo,en contra
10/10/2021,caribenaa1,@lanteewah Tambien ni salir a caminar uno puede en estes pais,"@lanteewah Also, you can't even go for a walk in this country.",tristeza,en contra
10/10/2021,augustogomez17,"@leogarciamx Lo delirante , es que no deberia ser sorpresa que ande casi como si nada, hasta donde se, lo unico que no puede hacer es salir del pais.","@leogarciamx The delirious thing is that it shouldn't be a surprise that he walks almost as if nothing, as far as I know, the only thing he can't do is leave the country.",tristeza,a favor
10/10/2021,slayerjihad2,"@LillyTellez @jenarovillamil @lumendoz @LillyTellez @EmilioLozoyaAus no tiene arraigo domiciliario, es Testigo colaborador bajo criterio de Oportunidad. Y es inmoral pero no ilegal, ya que tal figura le permite circular libremente sin salir del pais. Leal","@LillyTellez @jenarovillamil @lumendoz @LillyTellez @EmilioLozoyaAus is not under house arrest, he is a collaborating Witness under Opportunity criteria. And it is immoral but not illegal, since such figure allows him to move freely without leaving the co",ira,neutro
10/10/2021,ranarene65,@maduradascom Hay que salir todos los dias apoyar a nuestro presidente obrero Nicolas Maduro el proctetor del pueblo el elegido porDios para gobernar Venezuela,@maduradascom We have to go out every day to support our working president Nicolas Maduro the people's proctector the one chosen by God to govern Venezuela.,felicidad,en contra
10/10/2021,yo_soy_vanessa_,"@MalakaOfficial Es asi, nadie deberia irse de su pais...","@MalakaOfficial It's like this, no one should leave their country....",tristeza,en contra
10/10/2021,marines_ts,@mangmunok Yo ya no encuentro remedio ni modo de salir... Mi tristeza me acompa§a todo el tiempo...Quisiera despertar de esta pesadilla de pais en que estamos sumergido,@mangmunok I can't find a remedy or a way out.... My sadness accompanies me all the time...I would like to wake up from this nightmare of a country in which we are immersed.....,miedo,a favor
10/10/2021,kabukrt,"@marisaarmida @myriambregman @radioconvos899 Los chicos d los barrios pobres q votaron a Milei, (a quien no votaria) no votaron por enojo asi, lo hicieron xq a traves d las redes sociales y youtube, entienden q e/ Cuba/venezuela, y la posibilidad de salir","@marisaarmida @myriambregman @radioconvos899 The kids in the poor neighborhoods who voted for Milei, (who I would not vote for) did not vote out of anger, they did it because through social networks and youtube, they understand that Cuba/Venezuela, and th",ira,a favor
10/10/2021,karmabuthan,@mgandhi_mann - Bueno en parte era para regalar y otras para vender asi ahorraba para explorar y salir un rato de mi pais me da verguenza no saber los lugares bellos que puedne haber [Le daba bastante verguenza no conocer ningun otro pais por estar mayorm,@mgandhi_mann - Well it was partly to give away and partly to sell so I could save up to explore and get out of my country for a while I'm ashamed of not knowing the beautiful places there may be [He was quite ashamed of not knowing any other country beca,tristeza,a favor
10/10/2021,aspiditohum514,@mili_alm @atlanticsurff Lo que pasa que caiste en la escuela privada y no te ense§aron a leer las resoluciones que te dan para que firmes antes de salir del pais. NO VUE,@mili_alm @atlanticsurff What happens that you fell in private school and they didn't teach you to read the resolutions they give you to sign before you leave the country. DON'T COME BACK,tristeza,a favor
10/10/2021,m4rgin4l,@mis2centavos @PFAOficial Que triste todo. Aplaudo a los que se avivaron y pudieron irse del pais a tiempo.,@mis2centavos @PFAOficial How sad everything. I applaud those who got wise and were able to leave the country in time.,felicidad,a favor
